stream_ID,fpbFtrTy,fpbFPasSta,cost,pass_score,beta_pass
9036,Falls,Unknown,455041.93,0.5,
9037,Falls,Unknown,455041.93,0.5,
9108,Culvert,Passable,108847.2,1,
9110,Falls,UnkAnad,455041.93,0.5,
9209,Culvert,Partial,108847.2,0.5,
9787,Culvert,Partial,108847.2,0.5,
10083,Culvert,Partial,108847.2,0.5,
10108,Culvert,Partial,108847.2,0.5,
10599,TideGate,UnkAnad,77617.39,0.5,
10599,TideGate,UnkAnad,77617.39,0.5,
10599,Bridge,Passable,370171,1,
10599,Bridge,Passable,370171,1,
10602,Bridge,Passable,370171,1,
10787,Bridge,Passable,370171,1,
10828,Ford,UnkAnad,108847.2,0.5,
10846,Falls,Unknown,455041.93,0.5,
10874,Ford,UnkAnad,108847.2,0.5,
10938,Bridge,Passable,370171,1,
10958,TideGate,UnkAnad,77617.39,0.5,
11114,TideGate,UnkAnad,77617.39,0.5,
11114,TideGate,UnkAnad,77617.39,0.5,
11146,TideGate,UnkAnad,77617.39,0.5,
11193,TideGate,Unknown,77617.39,0.5,
11195,Falls,Partial,455041.93,0.5,
11201,Bridge,Passable,370171,1,
11201,Bridge,Passable,370171,1,
11202,Bridge,Passable,370171,1,
11202,Bridge,Passable,370171,1,
11202,Bridge,Passable,370171,1,
11205,Bridge,Passable,370171,1,
11206,Bridge,Passable,370171,1,
11206,Dam,Partial,487195.2,0.5,
11494,Culvert,Partial,108847.2,0.5,
11583,Culvert,Partial,108847.2,0.5,
11584,Falls,UnkAnad,455041.93,0.5,
11584,CascadeGradientVelocity,Partial,455041.93,0.5,
11625,Culvert,Partial,108847.2,0.5,
11696,Culvert,Partial,108847.2,0.5,
11732,Culvert,Partial,108847.2,0.5,
11831,Culvert,Partial,108847.2,0.5,
11839,Culvert,Partial,108847.2,0.5,
11840,Dam,Partial,487195.2,0.5,
11949,Culvert,Passable,108847.2,1,
12102,Culvert,Partial,108847.2,0.5,
12177,Culvert,Passable,108847.2,1,
12178,Culvert,Passable,108847.2,1,
12191,Culvert,Passable,108847.2,1,
12200,Culvert,Passable,108847.2,1,
12201,Culvert,Passable,108847.2,1,
12238,Bridge,Passable,370171,1,
12238,Culvert,Passable,108847.2,1,
12286,Culvert,Passable,108847.2,1,
12461,Culvert,Partial,108847.2,0.5,
12493,Culvert,Partial,108847.2,0.5,
12494,Culvert,Partial,108847.2,0.5,
12514,Culvert,Partial,108847.2,0.5,
12591,Culvert,Partial,108847.2,0.5,
12952,Bridge,Passable,370171,1,
13255,Culvert,Passable,108847.2,1,
13255,Culvert,Passable,108847.2,1,
13279,Culvert,Passable,108847.2,1,
13294,Culvert,Passable,108847.2,1,
13581,Culvert,Passable,108847.2,1,
13603,Bridge,Passable,370171,1,
13626,Bridge,Passable,370171,1,
13629,Culvert,Passable,108847.2,1,
13656,Culvert,Passable,108847.2,1,
13658,Culvert,Passable,108847.2,1,
13658,Culvert,Partial,108847.2,0.5,
13687,Culvert,Passable,108847.2,1,
13687,Culvert,Partial,108847.2,0.5,
13841,Culvert,Partial,108847.2,0.5,
13885,Falls,UnkAnad,455041.93,0.5,
14287,Culvert,Partial,108847.2,0.5,
14321,Culvert,Partial,108847.2,0.5,
15139,Culvert,Passable,108847.2,1,
15325,Culvert,Partial,108847.2,0.5,
16837,Culvert,Passable,108847.2,1,
16841,Falls,Unknown,455041.93,0.5,
16841,Falls,Unknown,455041.93,0.5,
16841,Falls,Unknown,455041.93,0.5,
17376,CascadeGradientVelocity,Partial,455041.93,0.5,
17957,Culvert,Passable,108847.2,1,
18978,Falls,Partial,455041.93,0.5,
18982,Falls,Partial,455041.93,0.5,
20261,Falls,UnkAnad,455041.93,0.5,
20264,Falls,Unknown,455041.93,0.5,
21317,Falls,UnkAnad,455041.93,0.5,
21464,TideGate,Unknown,77617.39,0.5,
21874,TideGate,Unknown,77617.39,0.5,
22484,Falls,Unknown,455041.93,0.5,
22723,Falls,UnkAnad,455041.93,0.5,
22724,Falls,UnkAnad,455041.93,0.5,
22804,Falls,UnkAnad,455041.93,0.5,
23464,Culvert,Partial,108847.2,0.5,
23597,Culvert,Partial,108847.2,0.5,
23598,Culvert,Partial,108847.2,0.5,
23609,Culvert,Partial,108847.2,0.5,
24111,Culvert,Partial,108847.2,0.5,
24426,Culvert,Partial,108847.2,0.5,
24486,Culvert,Partial,108847.2,0.5,
25015,Culvert,Partial,108847.2,0.5,
25157,TideGate,Unknown,77617.39,0.5,
25174,TideGate,Unknown,77617.39,0.5,
25181,TideGate,Unknown,77617.39,0.5,
25229,TideGate,Unknown,77617.39,0.5,
25241,TideGate,Unknown,77617.39,0.5,
25257,TideGate,UnkAnad,77617.39,0.5,
25257,TideGate,UnkAnad,77617.39,0.5,
25271,TideGate,Unknown,77617.39,0.5,
25765,TideGate,UnkAnad,77617.39,0.5,
25767,TideGate,UnkAnad,77617.39,0.5,
25768,TideGate,Unknown,77617.39,0.5,
25775,TideGate,Unknown,77617.39,0.5,
25857,TideGate,UnkAnad,77617.39,0.5,
25857,Culvert,Partial,108847.2,0.5,
26027,TideGate,UnkAnad,77617.39,0.5,
26517,TideGate,Unknown,77617.39,0.5,
26725,TideGate,Unknown,77617.39,0.5,
26739,TideGate,Unknown,77617.39,0.5,
26752,TideGate,Unknown,77617.39,0.5,
26756,TideGate,Unknown,77617.39,0.5,
26773,TideGate,Unknown,77617.39,0.5,
26789,TideGate,Unknown,77617.39,0.5,
27258,TideGate,Unknown,77617.39,0.5,
27289,TideGate,Unknown,77617.39,0.5,
27567,Culvert,Passable,108847.2,1,
27567,Bridge,Passable,370171,1,
27567,Bridge,Passable,370171,1,
27567,Bridge,Passable,370171,1,
27569,Bridge,Passable,370171,1,
27570,Falls,UnkAnad,455041.93,0.5,
27570,Falls,UnkAnad,455041.93,0.5,
27570,Falls,UnkAnad,455041.93,0.5,
27571,Falls,UnkAnad,455041.93,0.5,
27598,Falls,UnkAnad,455041.93,0.5,
28090,Culvert,Passable,108847.2,1,
28108,Falls,UnkAnad,455041.93,0.5,
28203,CascadeGradientVelocity,Partial,455041.93,0.5,
28203,CascadeGradientVelocity,Partial,455041.93,0.5,
28203,CascadeGradientVelocity,Partial,455041.93,0.5,
28203,Falls,Partial,455041.93,0.5,
28215,CascadeGradientVelocity,Partial,455041.93,0.5,
28341,Culvert,Passable,108847.2,1,
28391,Culvert,Passable,108847.2,1,
28392,Culvert,Passable,108847.2,1,
28412,Culvert,Passable,108847.2,1,
28456,Bridge,Passable,370171,1,
28460,Culvert,Passable,108847.2,1,
28517,Culvert,Passable,108847.2,1,
28528,Culvert,Passable,108847.2,1,
28535,Bridge,Passable,370171,1,
29651,Culvert,Passable,108847.2,1,
